CUSTOMER_ID,NAME,BILL_TO_COUNTRY,SHIP_TO_NAME,SHIP_TO_ADDR_1,SHIP_TO_ADDR_2,SHIP_TO_CITY,SHIP_TO_STATE
CLS01,C L SMITH,NULL,HELENA INDUSTRIES,845 NORTH HICKORY ,NULL,DES MOINES,IA
CLS01,C L SMITH,NULL,HI-TEMP PRODUCTS CO  INC,,14936 GROVER ST,OMAHA,NE
CLS01,C L SMITH,NULL,HICKS OIL,398 KING OAK ST.,NULL,DUQUOIN,IL
CLS01,C L SMITH,NULL,HOME OIL COMPANY,,3511 NORTH OHIO,WHICKITA,KS
CLS01,C L SMITH,NULL,HUELSMANN DISTRIBUTING COMPANY,,NULL,TRENTON,IL
CLS01,C L SMITH,NULL,HYDE OIL C/O MCCOLLISTER,KATHY MCVICKER,315 SE 5TH STREET,PIPESTONE,MN
CLS01,C L SMITH,NULL,INTEGRITY INDUSTRIAL CLEANIN,3670 SCARLET OAK BLVD,4007 PARK HILL COURT,ST LOUIS,MO
CLS01,C L SMITH,NULL,J-TECH SALES,761 FIFTH AVE,1110  JOE WALKER ROAD,SUNBURY,OH
CLS01,C L SMITH,NULL,K & K CHEMICAL SUPPLY,760 EAST VINE STREET,NULL,ST LOUIS,MO
CLS01,C L SMITH,NULL,K2,,NULL,KING OF PRUSSIA,PA
CLS01,C L SMITH,NULL,KALSEC INC  C/O HOWARD WAREHOUSE,"ATTEN,",NULL,KALAMAZOO,MI
CLS01,C L SMITH,NULL,KC - PULSE LOGISTICS,,1600 NORTH 291 HWY,INDEPENDENCE,MO
CLS01,C L SMITH,NULL,KIRKS SUEDE - LIFE,NULL,585 EXECUTIVE DR.,WILLOWBROOK,IL
CLS01,C L SMITH,NULL,KLEEN RITE SUPPLY,PO# PKG08807 PT#KP16FLR5,1101 E DIAMOND AVENUE,EVANSVILLE,IN
CLS01,C L SMITH,NULL,LABELMASTER,,5724 NORTH PULASKI RD,CHICAGO,IL
CLS01,C L SMITH,NULL,LABELMASTER,,5724 NORTH PULASKI RD,CHICAGO,IL
CLS01,C L SMITH,NULL,LAWSON SCREEN PRODUCTS,,5110 PENROSE STREET,ST. LOUIS,MO
CLS01,C L SMITH,NULL,MACLAN INDUSTRIES,,9601 LILAC DRIVE,ST. LOUIS,MO
CLS01,C L SMITH,NULL,MARCHEM COATED FABRICS,,500 ORCHARD STREET,NEW HAVEN,MO
CLS01,C L SMITH,NULL,MARIA WELTON,,796 CROSSWIND LANE,LINDENHURST,IL
CLS01,C L SMITH,NULL,MIDWEST TERMINAL WAREHOUSE,,301 EAST DONOVAN,KANSAS CITY,KS
CLS01,C L SMITH,NULL,MOZEL,305 PATTON DRIVE,1900 WEST GATE DRIVE,COLUMBIA,IL
CLS01,C L SMITH,NULL,MULTI - TECH,,5101 PENROSE STREET,ST. LOUIS,MO
CLS01,C L SMITH,NULL,NATIONAL DIAGNOSTICS,,NULL,ATLANTA,GA
CLS01,C L SMITH,NULL,NORTH PAK CONTAINER SALES &,,10046 AURORA HUDSON ROAD,STREETS BORO,OH
CLS01,C L SMITH,NULL,"NOX-CRETE OF NEBRASKA, INC",,1444 SOUTH 20TH STREET,OMAHA,NE
CLS01,C L SMITH,NULL,PAINTING BY CARDEL,,14081 RONDEAU #9,WESTMINSTER,CA
CLS01,C L SMITH,NULL,PDH DISTRIBUTION,,5116 FAIRWAY CIRCLE,GRANBURG,TX
CLS01,C L SMITH,NULL,PRECISION TECHNOLOGIES,JOHN KORDOSH,4052 NEW GETWELL ROAD,MEMPHIS,TN
CLS01,C L SMITH,NULL,PRO-PACK,,2098 GRAVOIS RD,HIGH RIDGE,MO
CLS01,C L SMITH,NULL,R & D PHOTOGRAPHICS,325 SOUTH PRICE ROAD,4505 INDUSTRIAL ST,SIMI VALLEY,CA
CLS01,C L SMITH,NULL,RIO SYRUP COMPANY,,2311 CHESTNUT,ST. LOUIS,MO
CLS01,C L SMITH,NULL,SAPPHIRE SCIENTIFIC,,NULL,CHANDLER,AZ
CLS01,C L SMITH,NULL,SENORET CHEMICAL CO,,566 LEFFINGNELL,KIRKWOOD,MO
CLS01,C L SMITH,NULL,SOUTHERN BINGO OF FLORIDA,,4825 EXECUTIVE PARK CT,JACKSONVILLE,FL
CLS01,C L SMITH,NULL,STARREON CORPORATIONS,108 COULTER AVE,1622 TENNESSE STREET,MICHIGAN CITY,IN
CLS01,C L SMITH,NULL,STEWART CHEMICAL,,1 TENBROOK INDUSTRIAL CENTER,ARNOLD,MO
CLS01,C L SMITH,NULL,STREBOR SPECIALTIES,ATTEN:,NULL,DUPO,IL
CLS01,C L SMITH,NULL,SUN STAR PRODUCTS,420 EAST DESOTO,1000 W. 2ND,INDIANOLA,IA
CLS01,C L SMITH,NULL,T & K VACUUMS ETC,,7345 HEALDSBURG AVE.,SEBASTOPOL,CA
CLS01,C L SMITH,NULL,TCI PRODUCTS,5151 MCCRIMMON PARKWAY,NULL,ST LOUIS,MO
CLS01,C L SMITH,NULL,TRIPLE CROWN SHUFFLEBOARD SUP,,13406 GILES RD,OMAHA,NE
CLS01,C L SMITH,NULL,TYRATECH,401 MARSHALL RD,SUITE 275,MORRISVILLE,NC
CLS01,C L SMITH,NULL,VALLEY INDUSTRIES,FOR CLS PO# 58355,143 B MCDONNELL BLVD.,HAZELWOOD,MO
CLS01,C L SMITH,NULL,VAPCO PRODUCTS,8201 SOUTH CENTRAL EXPRESSWAY,NULL,VALLEY PARK,MO
CLS01,C L SMITH,NULL,VERST LOGISTICS,AMANDA THUMOND,2200 GATEWAY BLVD,HEBRON,KY
CLS01,C L SMITH,NULL,VERSUM MATERIALS,,NULL,DALLAS,TX
CLS01,C L SMITH,NULL,WONDERCIDE,NULL,,AUSTIN,TX
CLS01,C L SMITH,NULL,Z  COMPANY PRODUCTS,,3400 NORTH 9TH STREET,ST. LOUIS,MO
COM04,COMMERCIAL VEHICLE GROUP INC,USA,NULL,,NULL,NULL,NULL
CON08,CONSOLIDATED CONTAINER COMPANY,USA,CONSOLIDATED CONTAINER,9733 MEADOR RD,215 WEST PARK AVE.,SHERMAN,TX
CON08,CONSOLIDATED CONTAINER COMPANY,USA,GOWAN MILLING,1046 VIGORTONE DR,12300 EAST  EIGHTH  ST.,YUMA,AZ
CON08,CONSOLIDATED CONTAINER COMPANY,USA,NEXEO SOLUTIONS,OMAHA PLANT,NULL,CONROE,TX
CON08,CONSOLIDATED CONTAINER COMPANY,USA,POWER SERVICE PRODUCTS,2623 MANANA DR,NULL,WEATHERFORD,TX
CON08,CONSOLIDATED CONTAINER COMPANY,USA,SYNGENTA CROP PROTECTION INC,ELIZABETH  EZERSKY,4111 GIBSON RD,OMAHA,NE
CON21,CONTAINER & PACKAGING SUPPLY,NULL,AMDEC INC,,NULL,DALLAS,TX
CON21,CONTAINER & PACKAGING SUPPLY,NULL,ANDPAK,125  316TH  ST  NW,1006  BARKWOOD   CT.,CONCORD,CA
CON21,CONTAINER & PACKAGING SUPPLY,NULL,AUTO TECH  MFG,1904 WATTERSON TRAIL STE 130,2233 FOOTHILL BLVD.,GRANTS PASS,OR
CON21,CONTAINER & PACKAGING SUPPLY,NULL,BIESECKER BODY CARE,,NULL,STANWOOD,WA
CON21,CONTAINER & PACKAGING SUPPLY,NULL,CONTAINER & PACKAGING SUPPLY,CPS - EAGLE,NULL,LOUISVILLE,KY
CON21,CONTAINER & PACKAGING SUPPLY,NULL,CONTAINER AND PACKAGING SUPPLY,NULL,4400 NORTH COOPER,OKLAHOMA CITY,OK
CON21,CONTAINER & PACKAGING SUPPLY,NULL,CONTAINER AND PACKAGING SUPPLY,AVENEL WAREHOUSE,1345 E.  STATE  STREET,EAGLE,ID
CHA03,CHAMPION CONTAINER,NULL,CHAMPION CONTAINER,,180 ESSEX AVE EAST,AVENEL,NJ
CHA03,CHAMPION CONTAINER,NULL,CHAMPION CONTAINER,180 ESSEX AVENUE EAST,RECEIVING DEPT.,AVENEL,NJ
CHA03,CHAMPION CONTAINER,NULL,CHAMPION CONTAINER CORP,MR. TOM LANG,206 CENTER SQUARE ROAD,BRIDGEPORT,NJ
CHA03,CHAMPION CONTAINER,NULL,CHAMPION CONTAINER CORP,MR  MARK WEINBERG,NULL,AVENEL,NJ
CHA03,CHAMPION CONTAINER,NULL,"COLORCON, INC-NO TOX DIV",MR  WALTER PETZOLD,171 NEW BRITAIN BLVD.,CHALFONT,PA
CHA03,CHAMPION CONTAINER,NULL,ENVIROLOGIC,,827 GLENSIDE AVENUE,WYNCOTE,PA
CHA03,CHAMPION CONTAINER,NULL,"IMAGE SPECIALISTS, INC",,35 CORPORATE DRIVE,HOLTSVILLE,NY
CHA03,CHAMPION CONTAINER,NULL,INL DECORATING,1200 NORTH 54TH STREET,102 SOUTH 8TH ST,MILLVILLE,NJ
CHA03,CHAMPION CONTAINER,NULL,INTL DECORATING,GREG OR JOHN,102 SOUTH 8TH STREET,MILLVILLE,NJ
CHA03,CHAMPION CONTAINER,NULL,MID CONTINENT PACKAGING,NULL,NULL,ENID,OK
CHA03,CHAMPION CONTAINER,NULL,MIL-COMM PRODUCTS COMPANY INC,5600 LOWER MACUNGIE ROAD,2 CARLTON AVE.,E. RUTHERFORD,NJ
CHA03,CHAMPION CONTAINER,NULL,SMOOTH-ON INC,MS. PAULINE HARRISON,2000 SAINT JOHN STREET,EASTON,PA
CHA03,CHAMPION CONTAINER,NULL,"SMOOTH-ON, INCORPORATED",,NULL,MACUNGIE,PA
CHA03,CHAMPION CONTAINER,NULL,SUN OIL COMPANY,,R & D RECEIVING,MARCUS HOOK,PA
CIN02,CINCINNATI CONTAINER,NULL,ADVANCE AUTO PARTS,,4101 TAYLOR BLVD,LOUISVILLE,KY
CIN02,CINCINNATI CONTAINER,NULL,ADVANCED PLASTIC SYSTEMS,,990 GAHANNA PARKWAY,GAHANNA,OH
CIN02,CINCINNATI CONTAINER,NULL,CINCINNATI CONTAINER,C/O MB  INDUSTRIES,6736 COMMERCE COURT DRIVE,BLACKLICK,OH
CIN02,CINCINNATI CONTAINER,NULL,GAR LABS,,1844 MASSACHUSETTS AVENUE,RIVERSIDE,CA
CIN02,CINCINNATI CONTAINER,NULL,OBAN MARKETING & DISTRIBUTION,,11158 INFIRMARY ROAD,WAPAKONETA,OH
CIN02,CINCINNATI CONTAINER,NULL,QUALITY CONTAINER,,1236 WATSON AVE,YPSILANTI,MI
CIN02,CINCINNATI CONTAINER,NULL,TBA GRAPHICS,120 INTERSTAE WEST PKWY,9070 GOLD PARK DRIVE,HAMILTON,OH
CIN02,CINCINNATI CONTAINER,NULL,TENDA HORSE PRODUCTS,NULL,18400 NORTH LIBERTY RD,FREDRICKTOWN,OH
CKS03,CKS PACKAGING INC,NULL,CHEMSTAR CORP,MICHELLE HEDGES,STE 100,LITHIA SPRINGS,GA
CKS03,CKS PACKAGING INC,NULL,CKS PACKAGING,RECV,5515 TULANE DRIVE,ATLANTA,GA
CKS03,CKS PACKAGING INC,NULL,CKS PACKAGING,300 Fisk Drive,5750 E. FRONT ST.,KANSAS CITY,MO
CKS03,CKS PACKAGING INC,NULL,CKS PACKAGING,STEVE GROVES,5300 RIVERVIEW RD,MABLETON,GA
CKS03,CKS PACKAGING INC,NULL,CKS PACKAGING - Fisk Drive Plant,83 Vernon Drive,NULL,Atlanta ,GA
CKS03,CKS PACKAGING INC,NULL,"CKS PACKAGING, INC",120 INTERSTATE WEST PARKWAY,333 WEST MICHIGAN STREET,ORLANDO,FL
CKS03,CKS PACKAGING INC,NULL,MANA,BUILDING 7,NULL,Tifton,GA
CKS03,CKS PACKAGING INC,NULL,"STERILOX, DIV OF CHEMSTAR",90 BUSINESS CENTER,"STE 500, DOCK DOOR 18",LITHIA SPRINGS,GA
CKS03,CKS PACKAGING INC,NULL,THATCHER CHEMICAL,REC# 3,1905 FORTUNE ROAD,SALT LAKE CITY,UT
CKS03,CKS PACKAGING INC,NULL,"THATCHER COMPANY OF NEVADA, INC.",3321 COUNTY ROAD A,CHEMSTAR BOTTLES DONNA SHAW,HENDERSON,NV
CKS03,CKS PACKAGING INC,NULL,ZEP MANUFACTURING,BONNIE CRADDOCK,1310 SEABOARD IND. BLVD.,ATLANTA,GA
CLS01,C L SMITH,NULL,A.P. NONWEILER CO.,101 COLUMBIA RD -CTC,NULL,OSH KOSH,WI
CLS01,C L SMITH,NULL,ACCUMETRIC,501 N DOUGLAS AVENUE,350 RING RD.,ELIZABETHTOWN,KY
CLS01,C L SMITH,NULL,AERO 1000,,NULL,MORRISTOWN,NJ
CLS01,C L SMITH,NULL,AEROCHEM INC,,NULL,OKLAHOMA CITY,OK
CLS01,C L SMITH,NULL,AIRE MASTER OF AMERICA DECORAT,2415 PIONEER DRIVE,1821 NORTH HIGHWAY CC,NIXA,MO
CLS01,C L SMITH,NULL,AUTOMOTIVE PAINT FINISHES,ELISSA CUNNINGHAM,1940 E. TRAFFIC WAY,SPRINGFIELD,MO
CLS01,C L SMITH,NULL,BG PRODUCTS,2000 EAST PETTIGREW STREET,NULL,EL DORADO,KS
CLS01,C L SMITH,NULL,BIRSCH INDUSTIES,KALEIGH SCHOUT,476 VIKING DRIVE SUITE 102,VIRGINIA BEACH,VA
CLS01,C L SMITH,NULL,BRENNTAG MID-SOUTH INC,BILL EATON,NULL,DURHAM,NC
CLS01,C L SMITH,NULL,C L SMITH,,1311 SOUTH 39TH STREET,ST. LOUIS,MO
CLS01,C L SMITH,NULL,CANDBURY BEVERAGE,2122 ANGIE STREET,30 TREFOIL,TUMBULL,CT
CLS01,C L SMITH,NULL,CANTEBURY ENTEPRISES,325 HIGHWAY 81,9359 WATSON IND,ST LOUIS,MO
CLS01,C L SMITH,NULL,CARBOLINE,,BLDG 7  SECTION 2,GREEN BAY,WI
CLS01,C L SMITH,NULL,CERAMTRAZ dba CERAMIC INDUSTRIAL,C/O PONY EXPRESS WHSE,NULL,OSSEO,MN
CLS01,C L SMITH,NULL,CERTIS C/O PONY EXPRESS,CHARLIE CRUMBLEY,1224 SOUTH 4TH ST,ST JOSEPH,MO
CLS01,C L SMITH,NULL,"CERTIS USA, LLC",CHIP,1224 SOUTH 4TH ST,ST. JOSEPH,MO
CLS01,C L SMITH,NULL,CERTOL INTERNATIONAL,5731 MANCHESTER,6120 E 85TH AVE.,COMMERCE CITY,CO
CLS01,C L SMITH,NULL,CHEM ODDITIES,,2516 N. LARK IND DR,FENTON,MO
CLS01,C L SMITH,NULL,CHEMCO INDUSTRIES,,NULL,ST LOUIS,MO
CLS01,C L SMITH,NULL,CHEMIA CORPORATION,,631 LEFFINGWELL AVE.,ST. LOUIS,MO
CLS01,C L SMITH,NULL,CHEMISPHERE CORP,120 INTERSTATE WEST PARKWAY,2101 CLIFTON AVENUE,ST. LOUIS,MO
CLS01,C L SMITH,NULL,CHEMSICO CO,,8494 CHAPIN IND CT,ST LOUIS,MO
CLS01,C L SMITH,NULL,CHEMSTAR CORPORATION,DARYL SILRUM,SUITE 100,LITHIA SPRINGS,GA
CLS01,C L SMITH,NULL,CLEAR KOTE,,ROUTE 1 BOX 398,EUFAULA,OK
CLS01,C L SMITH,NULL,CONTINENTAL MANUFACTURING CHEMIST,,912 STATE STREET,MADRID,IA
CLS01,C L SMITH,NULL,DALEY DBA CANDY CO,,2515 WEST 35TH ST,CHICAGO,IL
CLS01,C L SMITH,NULL,DENNIS OIL CO,1,545 N. NATIONAL,SPRINGFIELD,MO
CLS01,C L SMITH,NULL,DETCO INC,BLD 304 ATTN: KENT HENSLEY,605 E. ROBINS,CONWAY,AR
CLS01,C L SMITH,NULL,DIVERSIFIED CHEMICAL PDTS  INC,DARRELL  WIRTHS,1100 HOWELL,NORTH KANSAS CITY,MO
CLS01,C L SMITH,NULL,DOW AGRO SCIENCE,,9330 ZIONSVILLE RD,INDIANAPOLIS,IN
CLS01,C L SMITH,NULL,DR VINYL & ASSOCIATES LTD,108 COULTER ROAD,201 N.W. VICTORIA DR,LEES SUMMIT,MO
CLS01,C L SMITH,NULL,ECOLO INTERNATIONAL LTD,DEB HINSON,739 NORTH WEST BY PASS,SPRINGFIELD,MO
CLS01,C L SMITH,NULL,ESPRESSCHEM,1528 BROOK DRIVE,NULL,DUPO,IL
CLS01,C L SMITH,NULL,FIBERGLASS COATINGS INC,1525 BROOK DRIVE,4301 34TH ST,ST. PETERSBURG,FL
CLS01,C L SMITH,NULL,FLAVORCHEM,RANDY,NULL,DOWNERS GROVE,IL
CLS01,C L SMITH,NULL,FLAVORCHEM CORP ATTN ACCTS PAYABLE,NULL,NULL,DOWNERS GROVE,IL
CLS01,C L SMITH,NULL,FRAGRANCES UNLIMITED INC,,935 E. AIRLINE DR.,EAST ACTON,IL
CLS01,C L SMITH,NULL,FRANMAR CHEMICALS INC,4572 NORTH SQUARE,10282 EAST 1400 NORTH RD,BLOOMINGTON,IL
CLS01,C L SMITH,NULL,"GATEWAY MANUFACTURING, INC",ATTN MAKAYLA UMPHREYS,905 JEFFCO EXECUTIVE DRIVE,IMPERIAL,MO
CLS01,C L SMITH,NULL,"GNS LEGACY, INC",1530 NORTH 1000 WEST,NULL,HIGH RIDGE,MO
CLS01,C L SMITH,NULL,GROWMARK,124 12 TH AVE SOUTH,2200 SOUTH AVE.,COUNCIL BLUFF,IA
CLS01,C L SMITH,NULL,HARRIS RESEARCH,,NULL,LOGAN,UT
CLS01,C L SMITH,NULL,HARRIS RESEARCH - CHEM DRY,3525 VANDALIA,STE 300,NASHVILLE,TN
CLS01,C L SMITH,NULL,HELENA CHEMICAL COMPANY,3525 VANDALIA,3525 VADALIA,DES MORINES,IA
CLS01,C L SMITH,NULL,HELENA INDUSTRIES,12650 DIRECTORS DR,PO# 914226     PART# 101150,DES MOINES,IA
CLS01,C L SMITH,NULL,HELENA INDUSTRIES,,PO# 916118     PART# 101150,DES MOINES,IA
CLS01,C L SMITH,NULL,"HEXION, INC",845 NORTH HICKORY ,NULL,STAFFORD,TX
CLS01,C L SMITH,NULL,HI-TEMP PRODUCTS CO  INC,,14936 GROVER ST,OMAHA,NE
CLS01,C L SMITH,NULL,HICKS OIL,12777 PENNRIDGE DRIVE,NULL,DUQUOIN,IL
CLS01,C L SMITH,NULL,HOME OIL COMPANY,2900 N SHADELAND AVE SUITE C,3511 NORTH OHIO,WHICKITA,KS
CLS01,C L SMITH,NULL,HOPE COMPANY INC,CARMELLA BROWN,NULL,BRIDGETON,MO
CLS01,C L SMITH,NULL,IN-TWS,1100 CENTRAL INDUSTRIAL,NULL,INDIANAPOLIS,IN
CLS01,C L SMITH,NULL,INSL-X LENMAR CORP,#1 RIVERROADS,4701 O'DONNELL STREET,BALTIMORE,MD
CLS01,C L SMITH,NULL,INTERCON CHEMICAL COMPANY,,NULL,ST. LOUIS,MO
CLS01,C L SMITH,NULL,J D STREET,JAMIE CHOMIC,JEFFERSON BARRACKS,ST LOUIS,MO
CLS01,C L SMITH,NULL,LAIDLAW,225 INDUSTRIAL PARK DR.,5326 INDUSTRIAL PARK RD.,METROPOLIS,IL
CLS01,C L SMITH,NULL,MAGIC AMERICAN,,26901 CANNON RD,BEDFORD HEIGHTS,OH
CLS01,C L SMITH,NULL,MAID BRANDS C/O AEROFIL TECHNOLOGY,,NULL,SULLLIVAN,MO
CLS01,C L SMITH,NULL,MARCHEM COATED FABRICS,5884 SUCCESS DRIVE,500 ORCHARD STREET,NEW HAVEN,MO
CLS01,C L SMITH,NULL,MARIA WELTON,,796 CROSSWIND LANE,LINDENHURST,IL
CLS01,C L SMITH,NULL,MICROSEAL COMPANY,1000 PECAN GROVE DRIVE,WEST ROME INDUSTRIAL PARK,ROME,NY
CLS01,C L SMITH,NULL,NORTH PAK CONTAINER SALES &,875 FRANCIS AVE,10046 AURORA HUDSON ROAD,STREETS BORO,OH
CLS01,C L SMITH,NULL,ONSITE FABRICARE,14 ROBINSON ST,NULL,ALBANY,NY
CLS01,C L SMITH,NULL,OZARK INDUSTRIAL LUBRICANTS,HEALTH INDUSTRIES PLANT,NULL,NEOSHO,MO
CLS01,C L SMITH,NULL,PERMABOND,,NULL,POTTSTOWN,PA
CLS01,C L SMITH,NULL,PM RESOURCES,,13001 ST. CHARLES ROCK RD.,BRIDGETON,MO
CLS01,C L SMITH,NULL,PRECISION LABORATORIES,,1429 S SHIELD DRIVE,WAUKEGAN,IL
CLS01,C L SMITH,NULL,PRECISION TECHNOLOGIES,1,4052 NEW GETWELL ROAD,MEMPHIS,TN
CLS01,C L SMITH,NULL,PREMIUM NAIL CONCEPTS,210 S MORTON AVENUE,2341 POMONA RINCON RD#104,CORONA,CA
CLS01,C L SMITH,NULL,PRINCE AGRI PRODUCTS INC,,4550 GARDNER EXPRESSWAY,QUINCY,IL
CLS01,C L SMITH,NULL,PRO TEX ALL,508 LAPP ROAD,NULL,EVANSVILLE,IN
CLS01,C L SMITH,NULL,PROSOCO INC,401 MARSHALL RD.,3741 GREENWAY CIRCLE,LAWRENCE,KS
CLS01,C L SMITH,NULL,PURICORE INC,2200 ROCHESTER DRIVE,NULL,MALVERN,PA
CLS01,C L SMITH,NULL,QUESTVAPCO CORPORATION,1257 BEDFORD AVE,NULL,VALLEY PARK,MO
CLS01,C L SMITH,NULL,ROCHESTER MIDLAND,325 SOUTH PRICE ROAD,NULL,MONTGOMERY,IL
CLS01,C L SMITH,NULL,ROCKWELL LABS LTD,102 BARTON STREET,NULL,NORTH KANSAS CITY,MO
CLS01,C L SMITH,NULL,SAPPHIRE SCIENTIFIC,801 INDUSTRIAL BLVD,NULL,CHANDLER,AZ
CLS01,C L SMITH,NULL,SCHAEFFER,,NULL,ST. LOUIS,MO
CLS01,C L SMITH,NULL,SERVPRO INDUSTRIES,,PO# 00002157     PART# 90082,GALLATIN,TN
CLS01,C L SMITH,NULL,SPECIALTY CHEMICAL,RECV,1321 EASST 477 ROAD,BOLIVAR,MO
CLS01,C L SMITH,NULL,STARREON CORPORATION,108 COULTER AVE,1622 TENNESSEE STREET,MICHIGAN CITY,IN
CLS01,C L SMITH,NULL,STECO CORPORATION,,2330 CANTRELL ROAD,LITTLE ROCK,AR
CLS01,C L SMITH,NULL,STREBOR SPECIALTIES,#2 FOX INDUSTRIAL COURT,NULL,DUPO,IL
CLS01,C L SMITH,NULL,SUNNEN PRODUCTS CO,,2750 SOUTH HANLEY,ST. LOUIS,MO
CLS01,C L SMITH,NULL,TCI PROCUCTS,,NULL,MADISON,IL
CLS01,C L SMITH,NULL,TOUCH N GO,5151 MCCRIMMON PARKWAY,4646 SIERRA TREE LANE,IRVINE,CA
CLS01,C L SMITH,NULL,TRIPLE CROWN SHUFFLEBOARD SUP,401 MARSHALL RD,13406 GILES RD,OMAHA,NE
CLS01,C L SMITH,NULL,TYRATECH,8201 SOUTH CENTRAL EXPRESSWAY,SUITE 275,MORRISVILLE,NC
CLS01,C L SMITH,NULL,VAPCO PRODUCTS,,NULL,VALLEY PARK,MO
CLS01,C L SMITH,NULL,VERSUM MATERIALS,,NULL,DALLAS,TX
CLS01,C L SMITH,NULL,WRINKLE SUPPLY CO,J  FISHER,618 EAST ELM ST.,LEBANON,MO
CLS01,C L SMITH,NULL,Z  COMPANY PRODUCTS,JEFF TIMPKE,3400 NORTH 9TH STREET,ST. LOUIS,MO
COM06,COMPAX,NULL,COMPAX,LIZ   PURCELL,389  S.  ORANGE  ST.,SALT  LAKE  CITY,UT
COM06,COMPAX,NULL,COMPAX,431 N NEIL ARMSTRONG RD,389 S ORANGE STREET,SALT LAKE CITY,UT
COM06,COMPAX,NULL,COMPAX,9312 SOUTH PROSPERTY RD,1710  WOODRUFF  PARK,IDAHO  FALLS,ID
COM06,COMPAX,NULL,COMPAX UTAH WHSE,,NULL,SALT LAKE CITY,UT
COM06,COMPAX,NULL,WALKER TAPE ,,NULL,WEST JORDAN ,UT
CON08,CONSOLIDATED CONTAINER COMPANY,USA,CHEM-TECH LTD,C/O ENNIS AG TECH,1006 HOBSON STR.,PLEASANTVILLE,IA
CON08,CONSOLIDATED CONTAINER COMPANY,USA,CONSOLIDATED CONTAINER,,215 WEST PARK AVE.,SHERMAN,TX
CON08,CONSOLIDATED CONTAINER COMPANY,USA,GHARDA,RECEIVING,2801 OAK GROVE ROAD,ENNIS,TX
CON08,CONSOLIDATED CONTAINER COMPANY,USA,GOWAN MILLING,1410 NORTH BOWIE DRIVE,12300 EAST  EIGHTH  ST.,YUMA,AZ
CON08,CONSOLIDATED CONTAINER COMPANY,USA,HACCO,C/O GOWAN MILLING,110 HOPKINS DRIVE,RANDOLPH,WI
CON08,CONSOLIDATED CONTAINER COMPANY,USA,POWER SERVICE,C/O ODOM INDUSTRIES,NULL,WEATHERFORD,TX
CON08,CONSOLIDATED CONTAINER COMPANY,USA,SYNGENTA CORP PROTECTION,C/O SCHIRM,12300 EAST EIGHTH ST.,YUMA,AZ
CON08,CONSOLIDATED CONTAINER COMPANY,USA,SYNGENTA CROP PROTECTION INC,OMAHA PLANT,800 ODOM ROAD,WAYNESBORO,MS
CON08,CONSOLIDATED CONTAINER COMPANY,USA,SYNGENTA CROP PROTECTION INC,,2801 OAK GROVE ROAD,ENNIS,TX
CON08,CONSOLIDATED CONTAINER COMPANY,USA,SYNGENTA CROP PROTECTION INC,800-221-6580,4111 GIBSON RD,OMAHA,NE
CON08,CONSOLIDATED CONTAINER COMPANY,USA,TCC,400 JARVIS  DR.,3327 PIPELINE RD,CLEBURNE,TX
CON08,CONSOLIDATED CONTAINER COMPANY,USA,WILBUR ELLIS,RICH,265 I H 35,DEVINE,TX
CON21,CONTAINER & PACKAGING SUPPLY,NULL,ANDPAK INC,,NULL,MORGAN HILL,CA
CON21,CONTAINER & PACKAGING SUPPLY,NULL,AUTO TECH,STEVE,503   LAWLESS  LN,GRANTS  PASS,OR
CON21,CONTAINER & PACKAGING SUPPLY,NULL,AUTO TECH  MFG,,2233 FOOTHILL BLVD.,GRANTS PASS,OR
CON21,CONTAINER & PACKAGING SUPPLY,NULL,CLEAN ALL,4 WEST REES AVE,838  ERIE  BLVD  W,SYRACUSE,NY
CON21,CONTAINER & PACKAGING SUPPLY,NULL,CONTAINER AND PACKAGING SUPPLY,4922 PORT ROYAL ROAD,4400 NORTH COOPER,OKLAHOMA CITY,OK
CON21,CONTAINER & PACKAGING SUPPLY,NULL,EVERGREEN LABS,MR. DOUG WOOD,NULL,WALLA WALLA,WA
CON21,CONTAINER & PACKAGING SUPPLY,NULL,ITALIAN GUN GREASE,85 JETSON LANE,SUITE C8,SPRING HILL,TN
CON21,CONTAINER & PACKAGING SUPPLY,NULL,PAINT MEDIC,4 WEST REEES AVE.,2705 BEECHWOOD LANE,FALLSTON,MD
CON21,CONTAINER & PACKAGING SUPPLY,NULL,"UNIVERSAL PHOTONICS, INC",TOM SWEET,NULL,CENTRAL ISLIP,NY
CON21,CONTAINER & PACKAGING SUPPLY,NULL,WALLA WALLA ENVIRONMENTAL,C/O A-Z DRYING,NULL,WALLA WALLA,WA
CON24,CONTAINER MFG INC,NULL,AMERICAN CODING AND MARKING IN,F/PHOENIX ENVIRONMEMTAL,1220 NORTH AVE,PLAINFIELD,NJ
CON24,CONTAINER MFG INC,NULL,BERLIN PKG,RECEIVING DEPT.,ATTN:  TIM CHRISTENSEN,OSAGE,IA
CON24,CONTAINER MFG INC,NULL,BOLD CORPORATION,74 HIGHWAY 463 SOUTH,364 FITZGERALD HWY,OCILLA,GA
CON24,CONTAINER MFG INC,NULL,BONIDE CORPORATION,MR  BILL THOMPSON,6301 SUTLIFF ROAD,ORISKANY,NY
CON24,CONTAINER MFG INC,NULL,CASCIO WAREHOUSE AR,C/O MGK COMPANY,NULL,TRUMAN,AR
CON24,CONTAINER MFG INC,NULL,CHAMPION CONTAINER CORP,MR ROB JENNINGS,180 ESSEX AVE. E.,AVENEL,NJ
